I0,I1,I2,I3,I4
1049233.000000,32232.000000,0.000000,0.000000,0.000000
1049243.000000,32232.000000,0.000000,0.000000,0.000000
1049253.000000,32232.000000,0.000000,0.000000,0.000000
1049263.000000,32232.000000,0.000000,0.000000,0.000000
1049273.000000,32232.000000,0.000000,0.000000,0.000000
1049283.000000,32232.000000,0.000000,0.000000,0.000000
1049293.000000,32232.000000,0.000000,0.000000,0.000000
1049303.000000,32232.000000,0.000000,0.000000,0.000000
1049313.000000,32232.000000,0.000000,0.000000,0.000000
1049323.000000,32232.000000,0.000000,0.000000,0.000000
1049333.000000,32232.000000,0.000000,0.000000,0.000000
1049343.000000,32232.000000,0.000000,0.000000,0.000000
1049353.000000,32232.000000,0.000000,0.000000,0.000000
1049363.000000,32232.000000,0.000000,0.000000,0.000000
1049373.000000,32232.000000,0.000000,0.000000,0.000000
1049383.000000,32232.000000,0.000000,0.000000,0.000000
1049393.000000,32232.000000,0.000000,0.000000,0.000000
1049403.000000,32232.000000,0.000000,0.000000,0.000000
1049413.000000,32232.000000,0.000000,0.000000,0.000000
1049423.000000,32232.000000,0.000000,0.000000,0.000000
1049433.000000,32232.000000,0.000000,0.000000,0.000000
1049443.000000,32232.000000,0.000000,0.000000,0.000000
1049453.000000,32232.000000,0.000000,0.000000,0.000000
1049463.000000,32232.000000,0.000000,0.000000,0.000000
1049473.000000,32232.000000,0.000000,0.000000,0.000000
1049483.000000,32232.000000,0.000000,0.000000,0.000000
1049493.000000,32232.000000,0.000000,0.000000,0.000000
1049503.000000,32232.000000,0.000000,0.000000,0.000000
1049513.000000,32232.000000,0.000000,0.000000,0.000000
1049523.000000,32232.000000,0.000000,0.000000,0.000000
1049533.000000,32232.000000,0.000000,0.000000,0.000000
1049543.000000,32232.000000,0.000000,0.000000,0.000000
1049553.000000,32232.000000,0.000000,0.000000,0.000000
1049563.000000,32232.000000,0.000000,0.000000,0.000000
1049573.000000,32232.000000,0.000000,0.000000,0.000000
