I0,I1,I2,I3,I4
1073033.000000,32232.000000,0.000000,0.000000,0.000000
1073043.000000,32232.000000,0.000000,0.000000,0.000000
1073053.000000,32232.000000,0.000000,0.000000,0.000000
1073063.000000,32232.000000,0.000000,0.000000,0.000000
1073073.000000,32232.000000,0.000000,0.000000,0.000000
1073083.000000,32232.000000,0.000000,0.000000,0.000000
1073093.000000,32232.000000,0.000000,0.000000,0.000000
1073103.000000,32232.000000,0.000000,0.000000,0.000000
1073113.000000,32232.000000,0.000000,0.000000,0.000000
1073123.000000,32232.000000,0.000000,0.000000,0.000000
1073133.000000,32232.000000,0.000000,0.000000,0.000000
1073143.000000,32232.000000,0.000000,0.000000,0.000000
1073153.000000,32232.000000,0.000000,0.000000,0.000000
1073163.000000,32232.000000,0.000000,0.000000,0.000000
1073173.000000,32232.000000,0.000000,0.000000,0.000000
1073183.000000,32232.000000,0.000000,0.000000,0.000000
1073193.000000,32232.000000,0.000000,0.000000,0.000000
1073203.000000,32232.000000,0.000000,0.000000,0.000000
1073213.000000,32232.000000,0.000000,0.000000,0.000000
1073223.000000,32232.000000,0.000000,0.000000,0.000000
1073233.000000,32232.000000,0.000000,0.000000,0.000000
1073243.000000,32232.000000,0.000000,0.000000,0.000000
1073253.000000,32232.000000,0.000000,0.000000,0.000000
1073263.000000,32232.000000,0.000000,0.000000,0.000000
1073273.000000,32232.000000,0.000000,0.000000,0.000000
1073283.000000,32232.000000,0.000000,0.000000,0.000000
1073293.000000,32232.000000,0.000000,0.000000,0.000000
1073303.000000,32232.000000,0.000000,0.000000,0.000000
1073313.000000,32232.000000,0.000000,0.000000,0.000000
1073323.000000,32232.000000,0.000000,0.000000,0.000000
1073333.000000,32232.000000,0.000000,0.000000,0.000000
1073343.000000,32232.000000,0.000000,0.000000,0.000000
1073353.000000,32232.000000,0.000000,0.000000,0.000000
1073363.000000,32232.000000,0.000000,0.000000,0.000000
1073373.000000,32232.000000,0.000000,0.000000,0.000000
1073383.000000,32232.000000,0.000000,0.000000,0.000000
1073393.000000,32232.000000,0.000000,0.000000,0.000000
1073403.000000,32232.000000,0.000000,0.000000,0.000000
1073413.000000,32232.000000,0.000000,0.000000,0.000000
1073423.000000,32232.000000,0.000000,0.000000,0.000000
1073433.000000,32232.000000,0.000000,0.000000,0.000000
1073443.000000,32232.000000,0.000000,0.000000,0.000000
1073453.000000,32232.000000,0.000000,0.000000,0.000000
1073463.000000,32232.000000,0.000000,0.000000,0.000000
1073473.000000,32232.000000,0.000000,0.000000,0.000000
1073483.000000,32232.000000,0.000000,0.000000,0.000000
1073493.000000,32232.000000,0.000000,0.000000,0.000000
1073503.000000,32232.000000,0.000000,0.000000,0.000000
1073513.000000,32232.000000,0.000000,0.000000,0.000000
1073523.000000,32232.000000,0.000000,0.000000,0.000000
1073533.000000,32232.000000,0.000000,0.000000,0.000000
1073543.000000,32232.000000,0.000000,0.000000,0.000000
1073553.000000,32232.000000,0.000000,0.000000,0.000000
1073563.000000,32232.000000,0.000000,0.000000,0.000000
1073573.000000,32232.000000,0.000000,0.000000,0.000000
1073583.000000,32232.000000,0.000000,0.000000,0.000000
1073593.000000,32232.000000,0.000000,0.000000,0.000000
1073603.000000,32232.000000,0.000000,0.000000,0.000000
1073613.000000,32232.000000,0.000000,0.000000,0.000000
1073623.000000,32232.000000,0.000000,0.000000,0.000000
1073633.000000,32232.000000,0.000000,0.000000,0.000000
1073643.000000,32232.000000,0.000000,0.000000,0.000000
1073653.000000,32232.000000,0.000000,0.000000,0.000000
1073663.000000,32232.000000,0.000000,0.000000,0.000000
1073673.000000,32232.000000,0.000000,0.000000,0.000000
1073683.000000,32232.000000,0.000000,0.000000,0.000000
1073693.000000,32232.000000,0.000000,0.000000,0.000000
1073703.000000,32232.000000,0.000000,0.000000,0.000000
1073713.000000,32232.000000,0.000000,0.000000,0.000000
1073723.000000,32232.000000,0.000000,0.000000,0.000000
1073733.000000,32232.000000,0.000000,0.000000,0.000000
1073743.000000,32232.000000,0.000000,0.000000,0.000000
1073753.000000,32232.000000,0.000000,0.000000,0.000000
1073763.000000,32232.000000,0.000000,0.000000,0.000000
1073773.000000,32232.000000,0.000000,0.000000,0.000000
1073783.000000,32232.000000,0.000000,0.000000,0.000000
1073793.000000,32232.000000,0.000000,0.000000,0.000000
1073803.000000,32232.000000,0.000000,0.000000,0.000000
1073813.000000,32232.000000,0.000000,0.000000,0.000000
1073823.000000,32232.000000,0.000000,0.000000,0.000000
1073833.000000,32232.000000,0.000000,0.000000,0.000000
1073843.000000,32232.000000,0.000000,0.000000,0.000000
1073853.000000,32232.000000,0.000000,0.000000,0.000000
1073863.000000,32232.000000,0.000000,0.000000,0.000000
1073873.000000,32232.000000,0.000000,0.000000,0.000000
1073883.000000,32232.000000,0.000000,0.000000,0.000000
1073893.000000,32232.000000,0.000000,0.000000,0.000000
1073903.000000,32232.000000,0.000000,0.000000,0.000000
1073913.000000,32232.000000,0.000000,0.000000,0.000000
1073923.000000,32232.000000,0.000000,0.000000,0.000000
1073933.000000,32232.000000,0.000000,0.000000,0.000000
1073943.000000,32232.000000,0.000000,0.000000,0.000000
1073953.000000,32232.000000,0.000000,0.000000,0.000000
1073963.000000,32232.000000,0.000000,0.000000,0.000000
1073973.000000,32232.000000,0.000000,0.000000,0.000000
1073983.000000,32232.000000,0.000000,0.000000,0.000000
1073993.000000,32232.000000,0.000000,0.000000,0.000000
1074003.000000,32232.000000,0.000000,0.000000,0.000000
1074013.000000,32232.000000,0.000000,0.000000,0.000000
1074023.000000,32232.000000,0.000000,0.000000,0.000000
1074033.000000,32232.000000,0.000000,0.000000,0.000000
1074043.000000,32232.000000,0.000000,0.000000,0.000000
1074053.000000,32232.000000,0.000000,0.000000,0.000000
1074063.000000,32232.000000,0.000000,0.000000,0.000000
1074073.000000,32232.000000,0.000000,0.000000,0.000000
1074083.000000,32232.000000,0.000000,0.000000,0.000000
1074093.000000,32232.000000,0.000000,0.000000,0.000000
1074103.000000,32232.000000,0.000000,0.000000,0.000000
1074113.000000,32232.000000,0.000000,0.000000,0.000000
1074123.000000,32232.000000,0.000000,0.000000,0.000000
1074133.000000,32232.000000,0.000000,0.000000,0.000000
1074143.000000,32232.000000,0.000000,0.000000,0.000000
1074153.000000,32232.000000,0.000000,0.000000,0.000000
1074163.000000,32232.000000,0.000000,0.000000,0.000000
1074173.000000,32232.000000,0.000000,0.000000,0.000000
1074183.000000,32232.000000,0.000000,0.000000,0.000000
1074193.000000,32232.000000,0.000000,0.000000,0.000000
1074203.000000,32232.000000,0.000000,0.000000,0.000000
1074213.000000,32232.000000,0.000000,0.000000,0.000000
1074223.000000,32232.000000,0.000000,0.000000,0.000000
1074233.000000,32232.000000,0.000000,0.000000,0.000000
1074243.000000,32232.000000,0.000000,0.000000,0.000000
1074253.000000,32232.000000,0.000000,0.000000,0.000000
1074263.000000,32232.000000,0.000000,0.000000,0.000000
1074273.000000,32232.000000,0.000000,0.000000,0.000000
1074283.000000,32232.000000,0.000000,0.000000,0.000000
1074293.000000,32232.000000,0.000000,0.000000,0.000000
1074303.000000,32232.000000,0.000000,0.000000,0.000000
1074313.000000,32232.000000,0.000000,0.000000,0.000000
1074323.000000,32232.000000,0.000000,0.000000,0.000000
1074333.000000,32232.000000,0.000000,0.000000,0.000000
1074343.000000,32232.000000,0.000000,0.000000,0.000000
1074353.000000,32232.000000,0.000000,0.000000,0.000000
1074363.000000,32232.000000,0.000000,0.000000,0.000000
1074373.000000,32232.000000,0.000000,0.000000,0.000000
1074383.000000,32232.000000,0.000000,0.000000,0.000000
1074393.000000,32232.000000,0.000000,0.000000,0.000000
1074403.000000,32232.000000,0.000000,0.000000,0.000000
1074413.000000,32232.000000,0.000000,0.000000,0.000000
1074423.000000,32232.000000,0.000000,0.000000,0.000000
1074433.000000,32232.000000,0.000000,0.000000,0.000000
1074443.000000,32232.000000,0.000000,0.000000,0.000000
1074453.000000,32232.000000,0.000000,0.000000,0.000000
1074463.000000,32232.000000,0.000000,0.000000,0.000000
1074473.000000,32232.000000,0.000000,0.000000,0.000000
1074483.000000,32232.000000,0.000000,0.000000,0.000000
1074493.000000,32232.000000,0.000000,0.000000,0.000000
1074503.000000,32232.000000,0.000000,0.000000,0.000000
1074513.000000,32232.000000,0.000000,0.000000,0.000000
1074523.000000,32232.000000,0.000000,0.000000,0.000000
1074533.000000,32232.000000,0.000000,0.000000,0.000000
1074543.000000,32232.000000,0.000000,0.000000,0.000000
1074553.000000,32232.000000,0.000000,0.000000,0.000000
1074563.000000,32232.000000,0.000000,0.000000,0.000000
1074573.000000,32232.000000,0.000000,0.000000,0.000000
1074583.000000,32232.000000,0.000000,0.000000,0.000000
1074593.000000,32232.000000,0.000000,0.000000,0.000000
1074603.000000,32232.000000,0.000000,0.000000,0.000000
1074613.000000,32232.000000,0.000000,0.000000,0.000000
1074623.000000,32232.000000,0.000000,0.000000,0.000000
1074633.000000,32232.000000,0.000000,0.000000,0.000000
1074643.000000,32232.000000,0.000000,0.000000,0.000000
1074653.000000,32232.000000,0.000000,0.000000,0.000000
1074663.000000,32232.000000,0.000000,0.000000,0.000000
1074673.000000,32232.000000,0.000000,0.000000,0.000000
1074683.000000,32232.000000,0.000000,0.000000,0.000000
1074693.000000,32232.000000,0.000000,0.000000,0.000000
1074703.000000,32232.000000,0.000000,0.000000,0.000000
1074713.000000,32232.000000,0.000000,0.000000,0.000000
1074723.000000,32232.000000,0.000000,0.000000,0.000000
1074733.000000,32232.000000,0.000000,0.000000,0.000000
1074743.000000,32232.000000,0.000000,0.000000,0.000000
1074753.000000,32232.000000,0.000000,0.000000,0.000000
1074763.000000,32232.000000,0.000000,0.000000,0.000000
1074773.000000,32232.000000,0.000000,0.000000,0.000000
1074783.000000,32232.000000,0.000000,0.000000,0.000000
1074793.000000,32232.000000,0.000000,0.000000,0.000000
1074803.000000,32232.000000,0.000000,0.000000,0.000000
1074813.000000,32232.000000,0.000000,0.000000,0.000000
1074823.000000,32232.000000,0.000000,0.000000,0.000000
1074833.000000,32232.000000,0.000000,0.000000,0.000000
1074843.000000,32232.000000,0.000000,0.000000,0.000000
1074853.000000,32232.000000,0.000000,0.000000,0.000000
1074863.000000,32232.000000,0.000000,0.000000,0.000000
1074873.000000,32232.000000,0.000000,0.000000,0.000000
1074883.000000,32232.000000,0.000000,0.000000,0.000000
1074893.000000,32232.000000,0.000000,0.000000,0.000000
1074903.000000,32232.000000,0.000000,0.000000,0.000000
1074913.000000,32232.000000,0.000000,0.000000,0.000000
1074923.000000,32232.000000,0.000000,0.000000,0.000000
1074933.000000,32232.000000,0.000000,0.000000,0.000000
1074943.000000,32232.000000,0.000000,0.000000,0.000000
1074953.000000,32232.000000,0.000000,0.000000,0.000000
1074963.000000,32232.000000,0.000000,0.000000,0.000000
1074973.000000,32232.000000,0.000000,0.000000,0.000000
1074983.000000,32232.000000,0.000000,0.000000,0.000000
1074993.000000,32232.000000,0.000000,0.000000,0.000000
1075003.000000,32232.000000,0.000000,0.000000,0.000000
1075013.000000,32232.000000,0.000000,0.000000,0.000000
1075023.000000,32232.000000,0.000000,0.000000,0.000000
1075033.000000,32232.000000,0.000000,0.000000,0.000000
1075043.000000,32232.000000,0.000000,0.000000,0.000000
1075053.000000,32232.000000,0.000000,0.000000,0.000000
1075063.000000,32232.000000,0.000000,0.000000,0.000000
1075073.000000,32232.000000,0.000000,0.000000,0.000000
1075083.000000,32232.000000,0.000000,0.000000,0.000000
1075093.000000,32232.000000,0.000000,0.000000,0.000000
1075103.000000,32232.000000,0.000000,0.000000,0.000000
1075113.000000,32232.000000,0.000000,0.000000,0.000000
1075123.000000,32232.000000,0.000000,0.000000,0.000000
1075133.000000,32232.000000,0.000000,0.000000,0.000000
1075143.000000,32232.000000,0.000000,0.000000,0.000000
1075153.000000,32232.000000,0.000000,0.000000,0.000000
1075163.000000,32232.000000,0.000000,0.000000,0.000000
1075173.000000,32232.000000,0.000000,0.000000,0.000000
1075183.000000,32232.000000,0.000000,0.000000,0.000000
1075193.000000,32232.000000,0.000000,0.000000,0.000000
1075203.000000,32232.000000,0.000000,0.000000,0.000000
1075213.000000,32232.000000,0.000000,0.000000,0.000000
1075223.000000,32232.000000,0.000000,0.000000,0.000000
1075233.000000,32232.000000,0.000000,0.000000,0.000000
1075243.000000,32232.000000,0.000000,0.000000,0.000000
1075253.000000,32232.000000,0.000000,0.000000,0.000000
1075263.000000,32232.000000,0.000000,0.000000,0.000000
1075273.000000,32232.000000,0.000000,0.000000,0.000000
1075283.000000,32232.000000,0.000000,0.000000,0.000000
1075293.000000,32232.000000,0.000000,0.000000,0.000000
1075303.000000,32232.000000,0.000000,0.000000,0.000000
1075313.000000,32232.000000,0.000000,0.000000,0.000000
1075323.000000,32232.000000,0.000000,0.000000,0.000000
1075333.000000,32232.000000,0.000000,0.000000,0.000000
1075343.000000,32232.000000,0.000000,0.000000,0.000000
1075353.000000,32232.000000,0.000000,0.000000,0.000000
1075363.000000,32232.000000,0.000000,0.000000,0.000000
1075373.000000,32232.000000,0.000000,0.000000,0.000000
1075383.000000,32232.000000,0.000000,0.000000,0.000000
1075393.000000,32232.000000,0.000000,0.000000,0.000000
1075403.000000,32232.000000,0.000000,0.000000,0.000000
1075413.000000,32232.000000,0.000000,0.000000,0.000000
1075423.000000,32232.000000,0.000000,0.000000,0.000000
1075433.000000,32232.000000,0.000000,0.000000,0.000000
1075443.000000,32232.000000,0.000000,0.000000,0.000000
1075453.000000,32232.000000,0.000000,0.000000,0.000000
1075463.000000,32232.000000,0.000000,0.000000,0.000000
1075473.000000,32232.000000,0.000000,0.000000,0.000000
1075483.000000,32232.000000,0.000000,0.000000,0.000000
1075493.000000,32232.000000,0.000000,0.000000,0.000000
1075503.000000,32232.000000,0.000000,0.000000,0.000000
1075513.000000,32232.000000,0.000000,0.000000,0.000000
1075523.000000,32232.000000,0.000000,0.000000,0.000000
1075533.000000,32232.000000,0.000000,0.000000,0.000000
1075543.000000,32232.000000,0.000000,0.000000,0.000000
1075553.000000,32232.000000,0.000000,0.000000,0.000000
1075563.000000,32232.000000,0.000000,0.000000,0.000000
1075573.000000,32232.000000,0.000000,0.000000,0.000000
1075583.000000,32232.000000,0.000000,0.000000,0.000000
1075593.000000,32232.000000,0.000000,0.000000,0.000000
1075603.000000,32232.000000,0.000000,0.000000,0.000000
1075613.000000,32232.000000,0.000000,0.000000,0.000000
1075623.000000,32232.000000,0.000000,0.000000,0.000000
1075633.000000,32232.000000,0.000000,0.000000,0.000000
1075643.000000,32232.000000,0.000000,0.000000,0.000000
1075653.000000,32232.000000,0.000000,0.000000,0.000000
1075663.000000,32232.000000,0.000000,0.000000,0.000000
1075673.000000,32232.000000,0.000000,0.000000,0.000000
1075683.000000,32232.000000,0.000000,0.000000,0.000000
1075693.000000,32232.000000,0.000000,0.000000,0.000000
1075703.000000,32232.000000,0.000000,0.000000,0.000000
1075713.000000,32232.000000,0.000000,0.000000,0.000000
1075723.000000,32232.000000,0.000000,0.000000,0.000000
1075733.000000,32232.000000,0.000000,0.000000,0.000000
1075743.000000,32232.000000,0.000000,0.000000,0.000000
1075753.000000,32232.000000,0.000000,0.000000,0.000000
1075763.000000,32232.000000,0.000000,0.000000,0.000000
1075773.000000,32232.000000,0.000000,0.000000,0.000000
1075783.000000,32232.000000,0.000000,0.000000,0.000000
1075793.000000,32232.000000,0.000000,0.000000,0.000000
1075803.000000,32232.000000,0.000000,0.000000,0.000000
1075813.000000,32232.000000,0.000000,0.000000,0.000000
1075823.000000,32232.000000,0.000000,0.000000,0.000000
1075833.000000,32232.000000,0.000000,0.000000,0.000000
1075843.000000,32232.000000,0.000000,0.000000,0.000000
1075853.000000,32232.000000,0.000000,0.000000,0.000000
1075863.000000,32232.000000,0.000000,0.000000,0.000000
1075873.000000,32232.000000,0.000000,0.000000,0.000000
1075883.000000,32232.000000,0.000000,0.000000,0.000000
1075893.000000,32232.000000,0.000000,0.000000,0.000000
1075903.000000,32232.000000,0.000000,0.000000,0.000000
1075913.000000,32232.000000,0.000000,0.000000,0.000000
1075923.000000,32232.000000,0.000000,0.000000,0.000000
1075933.000000,32232.000000,0.000000,0.000000,0.000000
1075943.000000,32232.000000,0.000000,0.000000,0.000000
1075953.000000,32232.000000,0.000000,0.000000,0.000000
1075963.000000,32232.000000,0.000000,0.000000,0.000000
1075973.000000,32232.000000,0.000000,0.000000,0.000000
1075983.000000,32232.000000,0.000000,0.000000,0.000000
1075993.000000,32232.000000,0.000000,0.000000,0.000000
1076003.000000,32232.000000,0.000000,0.000000,0.000000
1076013.000000,32232.000000,0.000000,0.000000,0.000000
1076023.000000,32232.000000,0.000000,0.000000,0.000000
1076033.000000,32232.000000,0.000000,0.000000,0.000000
1076043.000000,32232.000000,0.000000,0.000000,0.000000
1076053.000000,32232.000000,0.000000,0.000000,0.000000
1076063.000000,32232.000000,0.000000,0.000000,0.000000
1076073.000000,32232.000000,0.000000,0.000000,0.000000
1076083.000000,32232.000000,0.000000,0.000000,0.000000
1076093.000000,32232.000000,0.000000,0.000000,0.000000
1076103.000000,32232.000000,0.000000,0.000000,0.000000
1076113.000000,32232.000000,0.000000,0.000000,0.000000
1076123.000000,32232.000000,0.000000,0.000000,0.000000
1076133.000000,32232.000000,0.000000,0.000000,0.000000
1076143.000000,32232.000000,0.000000,0.000000,0.000000
1076153.000000,32232.000000,0.000000,0.000000,0.000000
1076163.000000,32232.000000,0.000000,0.000000,0.000000
1076173.000000,32232.000000,0.000000,0.000000,0.000000
1076183.000000,32232.000000,0.000000,0.000000,0.000000
1076193.000000,32232.000000,0.000000,0.000000,0.000000
1076203.000000,32232.000000,0.000000,0.000000,0.000000
1076213.000000,32232.000000,0.000000,0.000000,0.000000
1076223.000000,32232.000000,0.000000,0.000000,0.000000
1076233.000000,32232.000000,0.000000,0.000000,0.000000
1076243.000000,32232.000000,0.000000,0.000000,0.000000
1076253.000000,32232.000000,0.000000,0.000000,0.000000
1076263.000000,32232.000000,0.000000,0.000000,0.000000
1076273.000000,32232.000000,0.000000,0.000000,0.000000
1076283.000000,32232.000000,0.000000,0.000000,0.000000
1076293.000000,32232.000000,0.000000,0.000000,0.000000
1076303.000000,32232.000000,0.000000,0.000000,0.000000
1076313.000000,32232.000000,0.000000,0.000000,0.000000
1076323.000000,32232.000000,0.000000,0.000000,0.000000
1076333.000000,32232.000000,0.000000,0.000000,0.000000
1076343.000000,32232.000000,0.000000,0.000000,0.000000
1076353.000000,32232.000000,0.000000,0.000000,0.000000
1076363.000000,32232.000000,0.000000,0.000000,0.000000
1076373.000000,32232.000000,0.000000,0.000000,0.000000
1076383.000000,32232.000000,0.000000,0.000000,0.000000
1076393.000000,32232.000000,0.000000,0.000000,0.000000
1076403.000000,32232.000000,0.000000,0.000000,0.000000
1076413.000000,32232.000000,0.000000,0.000000,0.000000
1076423.000000,32232.000000,0.000000,0.000000,0.000000
1076433.000000,32232.000000,0.000000,0.000000,0.000000
1076443.000000,32232.000000,0.000000,0.000000,0.000000
1076453.000000,32232.000000,0.000000,0.000000,0.000000
1076463.000000,32232.000000,0.000000,0.000000,0.000000
1076473.000000,32232.000000,0.000000,0.000000,0.000000
1076483.000000,32232.000000,0.000000,0.000000,0.000000
1076493.000000,32232.000000,0.000000,0.000000,0.000000
1076503.000000,32232.000000,0.000000,0.000000,0.000000
1076513.000000,32232.000000,0.000000,0.000000,0.000000
1076523.000000,32232.000000,0.000000,0.000000,0.000000
1076533.000000,32232.000000,0.000000,0.000000,0.000000
1076543.000000,32232.000000,0.000000,0.000000,0.000000
1076553.000000,32232.000000,0.000000,0.000000,0.000000
1076563.000000,32232.000000,0.000000,0.000000,0.000000
1076573.000000,32232.000000,0.000000,0.000000,0.000000
1076583.000000,32232.000000,0.000000,0.000000,0.000000
1076593.000000,32232.000000,0.000000,0.000000,0.000000
1076603.000000,32232.000000,0.000000,0.000000,0.000000
1076613.000000,32232.000000,0.000000,0.000000,0.000000
1076623.000000,32232.000000,0.000000,0.000000,0.000000
1076633.000000,32232.000000,0.000000,0.000000,0.000000
1076643.000000,32232.000000,0.000000,0.000000,0.000000
1076653.000000,32232.000000,0.000000,0.000000,0.000000
1076663.000000,32232.000000,0.000000,0.000000,0.000000
1076673.000000,32232.000000,0.000000,0.000000,0.000000
1076683.000000,32232.000000,0.000000,0.000000,0.000000
1076693.000000,32232.000000,0.000000,0.000000,0.000000
1076703.000000,32232.000000,0.000000,0.000000,0.000000
1076713.000000,32232.000000,0.000000,0.000000,0.000000
1076723.000000,32232.000000,0.000000,0.000000,0.000000
1076733.000000,32232.000000,0.000000,0.000000,0.000000
1076743.000000,32232.000000,0.000000,0.000000,0.000000
1076753.000000,32232.000000,0.000000,0.000000,0.000000
1076763.000000,32232.000000,0.000000,0.000000,0.000000
1076773.000000,32232.000000,0.000000,0.000000,0.000000
1076783.000000,32232.000000,0.000000,0.000000,0.000000
1076793.000000,32232.000000,0.000000,0.000000,0.000000
1076803.000000,32232.000000,0.000000,0.000000,0.000000
1076813.000000,32232.000000,0.000000,0.000000,0.000000
1076823.000000,32232.000000,0.000000,0.000000,0.000000
1076833.000000,32232.000000,0.000000,0.000000,0.000000
1076843.000000,32232.000000,0.000000,0.000000,0.000000
1076853.000000,32232.000000,0.000000,0.000000,0.000000
1076863.000000,32232.000000,0.000000,0.000000,0.000000
1076873.000000,32232.000000,0.000000,0.000000,0.000000
1076883.000000,32232.000000,0.000000,0.000000,0.000000
1076893.000000,32232.000000,0.000000,0.000000,0.000000
1076903.000000,32232.000000,0.000000,0.000000,0.000000
1076913.000000,32232.000000,0.000000,0.000000,0.000000
1076923.000000,32232.000000,0.000000,0.000000,0.000000
1076933.000000,32232.000000,0.000000,0.000000,0.000000
1076943.000000,32232.000000,0.000000,0.000000,0.000000
1076953.000000,32232.000000,0.000000,0.000000,0.000000
1076963.000000,32232.000000,0.000000,0.000000,0.000000
1076973.000000,32232.000000,0.000000,0.000000,0.000000
1076983.000000,32232.000000,0.000000,0.000000,0.000000
1076993.000000,32232.000000,0.000000,0.000000,0.000000
1077003.000000,32232.000000,0.000000,0.000000,0.000000
1077013.000000,32232.000000,0.000000,0.000000,0.000000
1077023.000000,32232.000000,0.000000,0.000000,0.000000
1077033.000000,32232.000000,0.000000,0.000000,0.000000
1077043.000000,32232.000000,0.000000,0.000000,0.000000
1077053.000000,32232.000000,0.000000,0.000000,0.000000
1077063.000000,32232.000000,0.000000,0.000000,0.000000
1077073.000000,32232.000000,0.000000,0.000000,0.000000
1077083.000000,32232.000000,0.000000,0.000000,0.000000
1077093.000000,32232.000000,0.000000,0.000000,0.000000
1077103.000000,32232.000000,0.000000,0.000000,0.000000
1077113.000000,32232.000000,0.000000,0.000000,0.000000
1077123.000000,32232.000000,0.000000,0.000000,0.000000
1077133.000000,32232.000000,0.000000,0.000000,0.000000
1077143.000000,32232.000000,0.000000,0.000000,0.000000
1077153.000000,32232.000000,0.000000,0.000000,0.000000
1077163.000000,32232.000000,0.000000,0.000000,0.000000
1077173.000000,32232.000000,0.000000,0.000000,0.000000
1077183.000000,32232.000000,0.000000,0.000000,0.000000
1077193.000000,32232.000000,0.000000,0.000000,0.000000
1077203.000000,32232.000000,0.000000,0.000000,0.000000
1077213.000000,32232.000000,0.000000,0.000000,0.000000
1077223.000000,32232.000000,0.000000,0.000000,0.000000
1077233.000000,32232.000000,0.000000,0.000000,0.000000
1077243.000000,32232.000000,0.000000,0.000000,0.000000
1077253.000000,32232.000000,0.000000,0.000000,0.000000
1077263.000000,32232.000000,0.000000,0.000000,0.000000
1077273.000000,32232.000000,0.000000,0.000000,0.000000
1077283.000000,32232.000000,0.000000,0.000000,0.000000
1077293.000000,32232.000000,0.000000,0.000000,0.000000
1077303.000000,32232.000000,0.000000,0.000000,0.000000
1077313.000000,32232.000000,0.000000,0.000000,0.000000
1077323.000000,32232.000000,0.000000,0.000000,0.000000
1077333.000000,32232.000000,0.000000,0.000000,0.000000
1077343.000000,32232.000000,0.000000,0.000000,0.000000
1077353.000000,32232.000000,0.000000,0.000000,0.000000
1077363.000000,32232.000000,0.000000,0.000000,0.000000
1077373.000000,32232.000000,0.000000,0.000000,0.000000
1077383.000000,32232.000000,0.000000,0.000000,0.000000
1077393.000000,32232.000000,0.000000,0.000000,0.000000
1077403.000000,32232.000000,0.000000,0.000000,0.000000
1077413.000000,32232.000000,0.000000,0.000000,0.000000
1077423.000000,32232.000000,0.000000,0.000000,0.000000
1077433.000000,32232.000000,0.000000,0.000000,0.000000
1077443.000000,32232.000000,0.000000,0.000000,0.000000
1077453.000000,32232.000000,0.000000,0.000000,0.000000
1077463.000000,32232.000000,0.000000,0.000000,0.000000
1077473.000000,32232.000000,0.000000,0.000000,0.000000
1077483.000000,32232.000000,0.000000,0.000000,0.000000
1077493.000000,32232.000000,0.000000,0.000000,0.000000
1077503.000000,32232.000000,0.000000,0.000000,0.000000
1077513.000000,32232.000000,0.000000,0.000000,0.000000
1077523.000000,32232.000000,0.000000,0.000000,0.000000
1077533.000000,32232.000000,0.000000,0.000000,0.000000
1077543.000000,32232.000000,0.000000,0.000000,0.000000
1077553.000000,32232.000000,0.000000,0.000000,0.000000
1077563.000000,32232.000000,0.000000,0.000000,0.000000
1077573.000000,32232.000000,0.000000,0.000000,0.000000
1077583.000000,32232.000000,0.000000,0.000000,0.000000
1077593.000000,32232.000000,0.000000,0.000000,0.000000
1077603.000000,32232.000000,0.000000,0.000000,0.000000
1077613.000000,32232.000000,0.000000,0.000000,0.000000
1077623.000000,32232.000000,0.000000,0.000000,0.000000
1077633.000000,32232.000000,0.000000,0.000000,0.000000
1077643.000000,32232.000000,0.000000,0.000000,0.000000
1077653.000000,32232.000000,0.000000,0.000000,0.000000
1077663.000000,32232.000000,0.000000,0.000000,0.000000
1077673.000000,32232.000000,0.000000,0.000000,0.000000
1077683.000000,32232.000000,0.000000,0.000000,0.000000
1077693.000000,32232.000000,0.000000,0.000000,0.000000
1077703.000000,32232.000000,0.000000,0.000000,0.000000
1077713.000000,32232.000000,0.000000,0.000000,0.000000
1077723.000000,32232.000000,0.000000,0.000000,0.000000
1077733.000000,32232.000000,0.000000,0.000000,0.000000
1077743.000000,32232.000000,0.000000,0.000000,0.000000
1077753.000000,32232.000000,0.000000,0.000000,0.000000
1077763.000000,32232.000000,0.000000,0.000000,0.000000
1077773.000000,32232.000000,0.000000,0.000000,0.000000
1077783.000000,32232.000000,0.000000,0.000000,0.000000
1077793.000000,32232.000000,0.000000,0.000000,0.000000
1077803.000000,32232.000000,0.000000,0.000000,0.000000
1077813.000000,32232.000000,0.000000,0.000000,0.000000
1077823.000000,32232.000000,0.000000,0.000000,0.000000
1077833.000000,32232.000000,0.000000,0.000000,0.000000
1077843.000000,32232.000000,0.000000,0.000000,0.000000
1077853.000000,32232.000000,0.000000,0.000000,0.000000
1077863.000000,32232.000000,0.000000,0.000000,0.000000
1077873.000000,32232.000000,0.000000,0.000000,0.000000
1077883.000000,32232.000000,0.000000,0.000000,0.000000
1077893.000000,32232.000000,0.000000,0.000000,0.000000
1077903.000000,32232.000000,0.000000,0.000000,0.000000
1077913.000000,32232.000000,0.000000,0.000000,0.000000
1077923.000000,32232.000000,0.000000,0.000000,0.000000
1077933.000000,32232.000000,0.000000,0.000000,0.000000
1077943.000000,32232.000000,0.000000,0.000000,0.000000
1077953.000000,32232.000000,0.000000,0.000000,0.000000
1077963.000000,32232.000000,0.000000,0.000000,0.000000
1077973.000000,32232.000000,0.000000,0.000000,0.000000
1077983.000000,32232.000000,0.000000,0.000000,0.000000
1077993.000000,32232.000000,0.000000,0.000000,0.000000
1078003.000000,32232.000000,0.000000,0.000000,0.000000
1078013.000000,32232.000000,0.000000,0.000000,0.000000
