Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
164711336,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
164711463,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
164722461,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164722628,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164761663,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
164761839,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
164772924,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164773144,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164811386,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
164811490,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
164822419,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164822563,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164861450,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
164861602,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
164872515,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164872654,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164911352,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
164911532,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
164922480,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164922666,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164961683,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
164961708,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
164972694,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
164972823,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165011375,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165011508,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165022692,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165022704,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165061512,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165061627,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165072556,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165072603,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165111324,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165111679,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165122344,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165122632,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165161284,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165161485,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165172497,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165172613,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165211346,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165211556,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165222462,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165222582,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165261381,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165261549,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165272597,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165272614,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165311395,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165311606,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165322434,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165322804,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165361279,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165361489,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165372569,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165372695,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165411363,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165411564,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165422668,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165422690,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165461354,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165461565,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165472510,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165472701,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165511312,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165511495,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165522416,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165522696,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165561471,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165561493,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165572955,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165572968,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165611579,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165611607,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165622638,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165622693,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165661292,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165661500,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165672474,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165672586,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165711298,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165711495,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165722385,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165722595,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165761397,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165761578,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165772497,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165772596,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165811388,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165811438,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165822562,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165822604,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165861882,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165861984,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165872620,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165872639,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165912044,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165912101,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165922493,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165922634,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165961412,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
165961584,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
165972658,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
165972769,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166011450,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166011582,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166022391,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166022589,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166061533,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166061585,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166072741,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166072784,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166111388,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166111731,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166122567,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166122810,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166161315,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166161589,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166172497,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166172594,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166211511,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166211558,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166222604,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166222624,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166261344,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166261442,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166272614,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166272767,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166312407,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166312439,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166322348,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166322494,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166361654,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166361785,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166372582,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166374485,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166411255,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166411417,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166422580,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166422614,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166461325,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166461498,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166472375,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166472614,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166511384,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166511592,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166522436,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166522660,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166561337,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166561653,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166572848,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166572899,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166611311,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166611588,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166622644,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166622757,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166661240,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166661468,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166672584,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166672622,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166711230,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166711487,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166722631,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166722655,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166761603,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166761640,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166772475,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166772720,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166811603,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166811652,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166822468,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166822682,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166861228,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166861399,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166872392,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166872546,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166911404,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166911463,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166922375,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166922551,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166961298,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
166961481,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
166972364,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
166972648,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167011306,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167011433,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167022444,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167022497,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167061314,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167061527,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167072419,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167072518,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167111747,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167111766,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167122503,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167122560,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167161519,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167161805,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167172760,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167172795,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167211312,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167211449,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167226843,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167226908,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167261386,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167261430,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167272370,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167272493,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167311518,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167311621,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167327690,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167327722,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167361240,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167361399,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167372401,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167372682,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167411278,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167411417,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167422629,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167423557,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167461240,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167461429,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167472449,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167472622,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167511216,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167511380,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167522470,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167522520,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167561511,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167564054,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167572403,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167572478,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167611302,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167611423,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167622423,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167622551,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167661304,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167661456,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167672610,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167672640,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167711277,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167711434,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167722658,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167722766,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167761536,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167761584,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167772507,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167772728,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167811775,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167811860,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167822367,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167822497,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167861413,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167861434,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167872334,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167872545,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167911586,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167911616,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167922599,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167922734,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167961250,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
167961468,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
167972472,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
167972725,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168011350,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168011406,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168022383,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168022508,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168061300,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168061369,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168072446,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168072499,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168111311,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168111529,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168122519,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168122540,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168161233,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168161350,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168172266,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168172451,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168211388,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168211439,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168222397,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168222608,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168261410,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168261447,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168272292,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168272481,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168311281,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168311422,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168322263,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168322464,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168361836,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168361877,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168372580,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168372599,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168411367,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168411483,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168422567,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168423688,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168462563,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168462579,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168472387,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168472580,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168511220,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168511419,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168522692,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168522740,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168561269,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168561390,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168572330,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168572521,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168611187,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168611360,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168622523,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168622631,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168661225,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168661457,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168672481,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168672509,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168711278,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168711407,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168722476,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168722516,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168761173,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168761332,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
168772307,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168772454,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168789301,00000126,false,Rx,0,2,11,32,00,00,00,00,00,00,
168822523,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168822541,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168840566,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168840672,00000326,false,Rx,0,8,06,00,0C,00,70,11,32,00,
168872330,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168872450,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168889270,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168890161,00000326,false,Rx,0,8,12,00,4D,00,78,18,32,00,
168922439,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168922486,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168939550,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168939573,00000326,false,Rx,0,8,28,00,E0,00,E0,19,32,00,
168972249,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168972431,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
168989346,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
168989386,00000326,false,Rx,0,8,34,00,B5,01,08,19,32,00,
169022353,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169022496,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169039203,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
169039394,00000326,false,Rx,0,8,3A,00,A9,02,10,17,32,00,
169072270,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169072438,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169089347,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
169089389,00000326,false,Rx,0,8,38,00,A6,03,F0,15,32,00,
169122567,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169122594,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169139218,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
169139528,00000326,false,Rx,0,8,35,00,A8,04,88,14,32,00,
169172246,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169172422,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169189589,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
169189690,00000326,false,Rx,0,8,38,00,AC,05,48,12,32,00,
169222416,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169222553,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169239170,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
169239359,00000326,false,Rx,0,8,35,00,A0,06,B8,11,32,00,
169272373,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169272482,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169289247,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
169289441,00000326,false,Rx,0,8,30,00,80,07,48,12,32,00,
169322450,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169322507,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169339249,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
169339346,00000326,false,Rx,0,8,2F,00,57,08,D8,12,32,00,
169372517,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169372572,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169389248,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
169389441,00000326,false,Rx,0,8,2F,00,2C,09,B0,13,32,00,
169422682,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169423116,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169439169,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
169439324,00000326,false,Rx,0,8,30,00,0C,0A,68,13,32,00,
169472253,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169472451,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
169489271,00000325,false,Rx,0,8,00,00,64,D1,00,00,00,00,
