Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
81025040,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81025221,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81057013,00000325,false,Rx,0,8,32,00,1B,94,30,0F,32,00,
81057101,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81075064,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81075230,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81106975,00000325,false,Rx,0,8,32,00,FD,94,30,0F,32,00,
81107117,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81125236,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81125274,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81157072,00000325,false,Rx,0,8,33,00,DF,95,E8,0E,32,00,
81157317,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81175290,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81175345,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81207049,00000325,false,Rx,0,8,32,00,C0,96,E8,0E,32,00,
81207143,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81225154,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81225204,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81257024,00000325,false,Rx,0,8,32,00,A0,97,30,0F,32,00,
81257109,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81275025,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81275214,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81306937,00000325,false,Rx,0,8,32,00,81,98,30,0F,32,00,
81307116,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81325132,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81325206,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81357068,00000325,false,Rx,0,8,32,00,63,99,E8,0E,32,00,
81357181,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81375062,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81375359,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81407100,00000325,false,Rx,0,8,32,00,43,9A,30,0F,32,00,
81407179,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81425155,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81425834,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81457024,00000325,false,Rx,0,8,33,00,24,9B,E8,0E,32,00,
81457107,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81475158,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81475240,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81506997,00000325,false,Rx,0,8,32,00,05,9C,30,0F,32,00,
81507071,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81525205,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81525369,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81557117,00000325,false,Rx,0,8,32,00,E6,9C,30,0F,32,00,
81557139,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81575099,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81575224,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81607153,00000325,false,Rx,0,8,32,00,C5,9D,30,0F,32,00,
81607169,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81625110,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81625262,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81657009,00000325,false,Rx,0,8,32,00,A3,9E,78,0F,32,00,
81657107,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81675171,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81675226,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81707126,00000325,false,Rx,0,8,30,00,82,9F,C0,0F,32,00,
81707151,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81725166,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81725287,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81757026,00000325,false,Rx,0,8,30,00,62,A0,C0,0F,32,00,
81757040,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81775135,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81775311,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81807220,00000325,false,Rx,0,8,32,00,42,A1,78,0F,32,00,
81807270,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81825342,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81825458,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81856976,00000325,false,Rx,0,8,32,00,22,A2,C0,0F,32,00,
81857127,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81875149,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81875322,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81906984,00000325,false,Rx,0,8,30,00,02,A3,C0,0F,32,00,
81907174,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81925153,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81925252,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81957305,00000325,false,Rx,0,8,30,00,E1,A3,08,10,32,00,
81957325,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
81975305,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
81975324,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82007096,00000325,false,Rx,0,8,30,00,C0,A4,08,10,32,00,
82008680,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82025139,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82025277,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82056963,00000325,false,Rx,0,8,32,00,9F,A5,08,10,32,00,
82057107,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82074977,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82075644,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82107266,00000325,false,Rx,0,8,32,00,7E,A6,08,10,32,00,
82107287,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82125248,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82125267,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82156981,00000325,false,Rx,0,8,30,00,5B,A7,98,10,32,00,
82157088,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82175004,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82175191,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82206940,00000325,false,Rx,0,8,32,00,3B,A8,50,10,32,00,
82207120,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82225010,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82225189,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82257001,00000325,false,Rx,0,8,30,00,1A,A9,98,10,32,00,
82257151,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82275089,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82275275,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82306926,00000325,false,Rx,0,8,32,00,FB,A9,98,10,32,00,
82307080,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82326224,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82326247,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82356993,00000325,false,Rx,0,8,32,00,DC,AA,98,10,32,00,
82357195,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82375075,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82375271,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82406931,00000325,false,Rx,0,8,32,00,BE,AB,98,10,32,00,
82407053,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82425268,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82426194,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82457140,00000325,false,Rx,0,8,33,00,A0,AC,50,10,32,00,
82459963,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82474995,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82475181,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82507162,00000325,false,Rx,0,8,32,00,81,AD,50,10,32,00,
82507173,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82524983,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82525211,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82556888,00000325,false,Rx,0,8,32,00,63,AE,50,10,32,00,
82557049,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82575070,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82575163,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82606867,00000325,false,Rx,0,8,33,00,47,AF,08,10,32,00,
82607057,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82625075,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82625165,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82657101,00000325,false,Rx,0,8,33,00,2A,B0,08,10,32,00,
82657118,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82675107,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82675214,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82706925,00000325,false,Rx,0,8,32,00,0B,B1,08,10,32,00,
82707081,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82725412,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82725433,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82756864,00000325,false,Rx,0,8,32,00,ED,B1,08,10,32,00,
82757053,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82775031,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82775751,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82813524,00000325,false,Rx,0,8,30,00,CE,B2,50,10,32,00,
82813571,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82825268,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82825423,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82859385,00000325,false,Rx,0,8,32,00,B1,B3,08,10,32,00,
82859399,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82875084,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82875263,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82906850,00000325,false,Rx,0,8,32,00,90,B4,08,10,32,00,
82907040,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82925035,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82925158,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82956985,00000325,false,Rx,0,8,32,00,6F,B5,08,10,32,00,
82957103,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
82975018,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
82975246,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83006904,00000325,false,Rx,0,8,32,00,4D,B6,50,10,32,00,
83007155,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83025121,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83025216,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83056867,00000325,false,Rx,0,8,32,00,2C,B7,50,10,32,00,
83057032,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83075029,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83075137,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83107001,00000325,false,Rx,0,8,32,00,0C,B8,98,10,32,00,
83107154,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83125205,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83125221,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83157279,00000325,false,Rx,0,8,32,00,EC,B8,98,10,32,00,
83157301,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83175011,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83175129,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83206903,00000325,false,Rx,0,8,32,00,CE,B9,98,10,32,00,
83209589,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83225223,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83225245,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83256822,00000325,false,Rx,0,8,33,00,B2,BA,08,10,32,00,
83257112,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83274934,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83275147,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83307064,00000325,false,Rx,0,8,32,00,94,BB,50,10,32,00,
83307258,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83324974,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83325249,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83357042,00000325,false,Rx,0,8,33,00,78,BC,08,10,32,00,
83357088,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83375242,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83375390,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83406852,00000325,false,Rx,0,8,33,00,60,BD,78,0F,32,00,
83407108,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83425097,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83425557,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83456923,00000325,false,Rx,0,8,33,00,44,BE,78,0F,32,00,
83457038,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83475214,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83475343,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83506971,00000325,false,Rx,0,8,32,00,26,BF,78,0F,32,00,
83507049,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83524966,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83525171,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83556890,00000325,false,Rx,0,8,32,00,06,C0,78,0F,32,00,
83557048,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83575005,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83575312,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83606848,00000325,false,Rx,0,8,32,00,E8,C0,78,0F,32,00,
83607098,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83625130,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83625151,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83657081,00000325,false,Rx,0,8,32,00,CB,C1,78,0F,32,00,
83657122,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83675066,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83675273,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83706975,00000325,false,Rx,0,8,32,00,AC,C2,78,0F,32,00,
83707064,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83724945,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83725119,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83756967,00000325,false,Rx,0,8,32,00,8E,C3,30,0F,32,00,
83757029,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83775189,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83775232,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83807321,00000325,false,Rx,0,8,32,00,6E,C4,78,0F,32,00,
83807375,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83824957,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83825529,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83856979,00000325,false,Rx,0,8,32,00,4E,C5,78,0F,32,00,
83857031,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83875004,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83875149,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83907828,00000325,false,Rx,0,8,30,00,2D,C6,C0,0F,32,00,
83907873,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83925039,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83925143,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83956954,00000325,false,Rx,0,8,30,00,0C,C7,C0,0F,32,00,
83957059,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
83975154,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
83975172,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84007387,00000325,false,Rx,0,8,32,00,EB,C7,C0,0F,32,00,
84007404,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84025068,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84025286,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84057211,00000325,false,Rx,0,8,32,00,CC,C8,C0,0F,32,00,
84057228,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84075332,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84075355,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84107182,00000325,false,Rx,0,8,32,00,AC,C9,C0,0F,32,00,
84107205,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84124958,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84125148,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84156827,00000325,false,Rx,0,8,32,00,8C,CA,C0,0F,32,00,
84157030,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84174952,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84175129,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84206801,00000325,false,Rx,0,8,32,00,6C,CB,08,10,32,00,
84207269,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84225032,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84225142,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84257045,00000325,false,Rx,0,8,32,00,4E,CC,C0,0F,32,00,
84257120,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84275045,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84275310,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84307109,00000325,false,Rx,0,8,32,00,30,CD,C0,0F,32,00,
84307121,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84328418,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84328498,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84356920,00000325,false,Rx,0,8,32,00,11,CE,C0,0F,32,00,
84357041,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84375271,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84375333,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84407127,00000325,false,Rx,0,8,33,00,F2,CE,C0,0F,32,00,
84407148,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84425235,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84426416,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84457279,00000325,false,Rx,0,8,32,00,D4,CF,C0,0F,32,00,
84457327,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84475031,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84475210,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84506814,00000325,false,Rx,0,8,32,00,B6,D0,C0,0F,32,00,
84506978,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84525268,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84525297,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84556995,00000325,false,Rx,0,8,32,00,97,D1,C0,0F,32,00,
84557020,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84574992,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84575114,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84606830,00000325,false,Rx,0,8,32,00,7B,D2,78,0F,32,00,
84606968,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84625371,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84625400,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84656881,00000325,false,Rx,0,8,32,00,5C,D3,78,0F,32,00,
84657020,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84675025,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84675122,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84706841,00000325,false,Rx,0,8,32,00,3D,D4,78,0F,32,00,
84707007,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84724942,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84725207,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84756822,00000325,false,Rx,0,8,33,00,20,D5,30,0F,32,00,
84757062,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84774944,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84775110,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84807027,00000325,false,Rx,0,8,33,00,01,D6,30,0F,32,00,
84807045,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84825738,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84825746,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84856743,00000325,false,Rx,0,8,30,00,E2,D6,78,0F,32,00,
84856965,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84875087,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84875277,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84906807,00000325,false,Rx,0,8,33,00,C4,D7,30,0F,32,00,
84906988,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84924957,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84925195,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84956818,00000325,false,Rx,0,8,32,00,A7,D8,30,0F,32,00,
84956970,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
84974937,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
84975118,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85006839,00000325,false,Rx,0,8,30,00,86,D9,78,0F,32,00,
85007079,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85025314,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85025341,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85056963,00000325,false,Rx,0,8,32,00,67,DA,78,0F,32,00,
85056982,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85075070,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85075082,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85107125,00000325,false,Rx,0,8,32,00,49,DB,30,0F,32,00,
85107156,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85125392,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85125417,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85156897,00000325,false,Rx,0,8,32,00,29,DC,78,0F,32,00,
85157017,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85175063,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85175145,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85207006,00000325,false,Rx,0,8,32,00,08,DD,78,0F,32,00,
85207226,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85225246,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85225326,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85257010,00000325,false,Rx,0,8,32,00,EA,DD,78,0F,32,00,
85257092,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85275334,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85275355,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85306793,00000325,false,Rx,0,8,33,00,CC,DE,30,0F,32,00,
85306949,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85325170,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85325208,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85356854,00000325,false,Rx,0,8,32,00,AC,DF,78,0F,32,00,
85357029,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85379225,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85379245,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85406750,00000325,false,Rx,0,8,33,00,8D,E0,30,0F,32,00,
85407172,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85425064,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85426049,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85456847,00000325,false,Rx,0,8,32,00,6F,E1,78,0F,32,00,
85456979,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85474894,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85475201,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85506808,00000325,false,Rx,0,8,32,00,51,E2,30,0F,32,00,
85506979,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85525046,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85525086,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85556951,00000325,false,Rx,0,8,32,00,31,E3,78,0F,32,00,
85556971,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85574958,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85575047,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85606802,00000325,false,Rx,0,8,32,00,10,E4,78,0F,32,00,
85606973,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85624985,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85625047,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85657734,00000325,false,Rx,0,8,32,00,EF,E4,78,0F,32,00,
85657758,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85675038,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85675199,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85706814,00000325,false,Rx,0,8,30,00,CE,E5,C0,0F,32,00,
85707192,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
85724985,00000323,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85725105,00000324,false,Rx,0,8,00,00,FE,FF,00,00,00,00,
85757012,00000325,false,Rx,0,8,32,00,AE,E6,C0,0F,32,00,
85757074,00000326,false,Rx,0,8,00,00,00,00,00,00,00,00,
