I0,I1,I2,I3,I4,I5,I6
77100.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77110.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77120.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77130.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77140.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77150.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77160.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77170.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77180.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77190.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77200.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77210.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77220.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77230.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77240.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77250.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77260.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77270.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77280.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77290.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77300.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77310.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77320.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77330.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77340.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77350.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77360.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77370.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77380.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77390.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77400.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77410.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77420.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77430.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
77440.000000,65531.000000,0.000000,-5.000000,65534.000000,0.000000,-2.000000
